"COUNTRY","Country","INDICATOR","Indicator","EDUCATION_LEV","Education level","SEX","Gender","MOBILITY","Mobility","EDUCATION_FIELD","Field","YEAR","Year","Value","Flag Codes","Flags"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2016","2016",24.259,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2017","2017",24.292,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2018","2018",20.106,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2019","2019",20.285,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2020","2020",20.036,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F04","Business, administration and law","2021","2021",20.685,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2016","2016",21.349,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2017","2017",21.142,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2018","2018",17.734,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2019","2019",17.831,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2020","2020",17.26,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F04","Business, administration and law","2021","2021",18.099,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2016","2016",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2017","2017",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2018","2018",7.474,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2019","2019",7.926,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2020","2020",7.343,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F05","Natural sciences, mathematics and statistics","2021","2021",7.876,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2016","2016",8.176,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2017","2017",7.718,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2018","2018",7.765,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2019","2019",7.951,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2020","2020",7.603,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F05","Natural sciences, mathematics and statistics","2021","2021",7.758,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2016","2016",8.196,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2017","2017",7.99,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2018","2018",7.597,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2019","2019",7.937,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2020","2020",7.451,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F05","Natural sciences, mathematics and statistics","2021","2021",7.826,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",0.464,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",0.444,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",0.431,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",0.484,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",2.225,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",2.155,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",2.399,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",2.553,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",2.773,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",2.893,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2016","2016",1.118,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2017","2017",1.082,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2018","2018",1.281,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2019","2019",1.341,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2020","2020",1.405,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F06","Information and Communication Technologies (ICTs)","2021","2021",1.505,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",8.444,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",8.282,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",7.347,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",7.806,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",26.483,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",26.523,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",25.007,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",24.847,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",23.016,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",23.823,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2016","2016",16.397,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2017","2017",16.553,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2018","2018",15.437,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2019","2019",15.331,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2020","2020",13.866,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F07","Engineering, manufacturing and construction","2021","2021",14.59,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",2.186,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.179,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",1.934,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",1.929,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",3.023,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",3.171,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",3.014,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.969,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",2.761,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",2.645,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2016","2016",2.567,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2017","2017",2.701,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2018","2018",2.536,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2019","2019",2.515,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2020","2020",2.278,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F08","Agriculture, forestry, fisheries and veterinary","2021","2021",2.232,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2016","2016",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2017","2017",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2018","2018",16.911,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2019","2019",15.777,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2020","2020",13.917,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","F","Female","_T","Total","F09","Health and welfare","2021","2021",14.294,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2014","2014",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2015","2015",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2016","2016",13.566,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2017","2017",13.356,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2018","2018",11.347,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2019","2019",10.947,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2020","2020",10.041,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","M","Male","_T","Total","F09","Health and welfare","2021","2021",9.511,,
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2013","2013",,"o","Missing value"
"ITA","Italy","GRAD_SHARE_FIELDS","Distribution of graduates by field","ISCED11_5T8","Tertiary education","_T","Total","_T","Total","F09","Health and welfare","2014","2014",,"o","Missing value"
